	issue	user_login	created_at	author_association	comment
949	389	thockin	2014-07-10 05:18:14	MEMBER	"LGTM
"
950	389	thockin	2014-07-10 05:21:31	MEMBER	"Travis failed.  panic: runtime error: invalid memory address or nil pointer dereference
"
951	389	brendandburns	2014-07-10 05:24:57	CONTRIBUTOR	"looking...

--brendan

On Wed, Jul 9, 2014 at 10:21 PM, Tim Hockin notifications@github.com
wrote:

> Travis failed. panic: runtime error: invalid memory address or nil pointer
> dereference
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/389#issuecomment-48566379
> .
"
952	389	bgrant0607	2014-07-10 05:41:44	MEMBER	"Thanks. Would be useful to reference the issue:
https://help.github.com/articles/closing-issues-via-commit-messages

For example:
Fixes #385 
"
953	382	raphael	2014-07-10 06:12:12	CONTRIBUTOR	"Just signed it (as an individual contributor).
"
954	382	brendandburns	2014-07-10 06:14:15	CONTRIBUTOR	"Many thanks!  Merging.
"
955	374	brendandburns	2014-07-10 06:15:03	CONTRIBUTOR	"Makes sense to me, thanks for the PR!

--brendan
"
956	140	smarterclayton	2014-07-10 13:15:24	CONTRIBUTOR	"> We could override the container entrypoint with the pre-start hook command and then use ""runin"" to execute the real entrypoint, but the container's status, wait, restart, etc. would be broken. Creating a new container image that included the pre-start command, actual entrypoint, and post-termination hook might work, but we'd need to carefully propagate arguments, signals, exit status, etc.

We tried make this work, but it felt wrong on all sorts of levels and ultimately we felt there were two cases we wanted to handle:
- hooks that either need the container context (and as such executing outside the process namespace would be pointless), or if interrupted by container shutdown would not be internally inconsistent.  Pre-termination is a good example
- hooks that should be outside of a container, because they need to continue to run even if a container fails.  Deploy across multiple containers is a good example, or post-termination.

I don't think you need to subclass the entrypoint in the image - for the former, you could use ""docker exec in"" (add process to namespace) and for the latter, you can use restart-once containers (outside or inside a pod).

There's some crossover here between ""event hooks"" and ""intent/application hooks"" - reacting to changes to the infrastructure, vs reacting to user intent across multiple pods.  The ""intent hooks"" tend to be things that I think of as wanting the auth/orchestration parts of the downward-facing API (I want to wait for this label query to reach X instances, and then update another replication controller to go to Y), as well as being more like regular jobs in their own right.
"
957	345	smarterclayton	2014-07-10 15:08:37	CONTRIBUTOR	"For the purposes of this pull, I think the change here fits within the agreed direction and is merely an incremental step towards it (accordingly I marked ContainerManifest.ID as deprecated).  Disagreement?  If no could use a final rereview and merge.
"
958	390	thockin	2014-07-10 15:12:16	MEMBER	"First, the apiserver is supposed to ensure that HostPort conflicts do not
happen among pods.  We recognize that this is sort of awful, and want to
find a better answer :)

Second, I agree that the current Ports arrangement is not ideal.  I have an
idea that I want to flesh out to make it ""better"" (in my opinion).

Keep in mind that you really only need to specify a Ports entry if you want
a HostPort.  You only want a HostPort in GCE if you want an external IP to
be able to access it.  What we have done with networking is clever, but
maybe too much so.

My feeling is that this distinction is not clear, and instead everyone will
list all their ports when they do not need to.  It should be possible to
list your ports and NOT get a HostPort at all, which I think is what you
really want.

I am not against doing a random HostPort, but i want to think about it
carefully.

On Thu, Jul 10, 2014 at 12:16 AM, Yuki Yugui Sonoda <
notifications@github.com> wrote:

> IIUC, host port numbers in each pods are not important for replicated
> services in Kubernetes.
> From the perspective of orchestration, the important thing is port of
> service, but not port of pod.
> 
> Also manual assignment of host port can be troublesome because spawn of
> container just fails if the container manifest specified a port which is
> already taken by other containers or Kubernetes daemons.
> 
> So I propose the following enhancement.
> - Keep tracking taken ports in etcd
> - Allow omitting host port in container manifest
>   - If omitted, Kubelet automatically choose an available host port
>     for each exposed container port.
> 
> ## 
> 
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/390.
"
959	188	lexlapax	2014-07-10 15:17:36	NONE	"Some feedback here on the ip per pod/container model.
-IPV6 is further along in larger service providers and enterprise datacenters than we think.
-larger enterprises already use datacenter wide private ip spaces with datacenter (or row/rack/floor) wide NAT
I think rather than changing/removing the model of network addressable containers / pods, there should be other options added to allow operating in openstack or other similar clouds..
Agree with clayton, putting pods inside VMs is probably not the way to think about this.
"
960	391	thockin	2014-07-10 15:18:25	MEMBER	"This is a dangerous opening.  Can you detail why people should be able to
use this?  I'd rather pursue teaching Docker how to enable various
privileges in a more granular fashion.

If anything, we should be convincing people to run containers with LESS
privs (i.e. not root to start).

On Thu, Jul 10, 2014 at 12:28 AM, Yuki Yugui Sonoda <
notifications@github.com> wrote:

> Sometimes containers need to run with privileged mode.
> 
> https://docs.docker.com/reference/run/#runtime-privilege-and-lxc-configuration
> 
> Container manifest schema should support privileged flag so that users can
> deploy privileged container.
> 
> ## 
> 
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/391.
"
961	378	proppy	2014-07-10 16:00:56	CONTRIBUTOR	"> although I don't necessarily see the value

@brendanburns, I had a brief chat during Google I/O w/ @crawshaw from the Go team.

He gave a talk about managing dependencies for golang project.

Maybe he can expand on the rational of using godep, versus vendoring + rewriting imports versus hand crafted script.

What I remember from our discussion was that:
- using godep was useful if you wanted to distribute a stable binary of an executable (i.e: kubelet)
- using vendoring + rewriting imports was useful when `go get`ability is important: i.e, for libraries that other project might depends on.
"
962	393	brendandburns	2014-07-10 16:19:36	CONTRIBUTOR	"Thanks!
"
963	378	crawshaw	2014-07-10 16:39:51	NONE	"I haven't looked too closely at this pull request, but godep can certainly do what you need it to do. My personal preference is to write my own little program for dependency management, because I prefer code to configuration. But there are many reasonable options here, and godep is one of them.
"
964	389	brendandburns	2014-07-10 17:55:44	CONTRIBUTOR	"Comment addressed, please take another look.
"
965	389	smarterclayton	2014-07-10 18:09:05	CONTRIBUTOR	"LGTM
"
966	378	monnand	2014-07-10 18:12:07	CONTRIBUTOR	"Rebased.

Thank you, @crawshaw. I checked most available tools to do dependency management and it seems that godep requires least change to our current scripts.

The main reason I want to switch to godep is the ability to add/update dependencies automatically.
godep could tell us the dependencies by analyzing the source code, remove all unnecessary meta data (like .git). Our current approach requires us to manually add a new line to a file for each new dependency. It may not be a big deal but break the workflow.
"
967	395	brendandburns	2014-07-10 18:44:58	CONTRIBUTOR	"LGTM.  I'll wait for others, and then if there are no comments merge this afternoon.
"
968	362	brendandburns	2014-07-10 19:19:44	CONTRIBUTOR	"Cloud SDK isn't sure what could cause this, it looks like a hiccup in the console.  Closing this for now.  Please re-open if it re-occurs.

Thanks!
--brendan
"
969	396	brendandburns	2014-07-10 19:27:12	CONTRIBUTOR	"Fixes #298 
"
970	397	brendandburns	2014-07-10 19:45:34	CONTRIBUTOR	"Fixes #248 
"
971	345	thockin	2014-07-10 19:55:49	MEMBER	"LGTM - resolve conflicts or whatever is causing ""We can’t automatically merge this pull request""
"
972	378	monnand	2014-07-10 20:19:08	CONTRIBUTOR	"@brendandburns Passed CI. PTAL.
"
973	399	brendandburns	2014-07-10 21:25:57	CONTRIBUTOR	"Thanks for the PR!  Have you folks signed our CLA?  Details in [CONTRIB.md](https://github.com/GoogleCloudPlatform/kubernetes/blob/master/CONTRIB.md).

Thanks!
--brendan
"
974	399	jeffmendoza	2014-07-10 21:40:06	MEMBER	"Yes, I did about a week ago.
"
975	386	thockin	2014-07-10 23:28:01	MEMBER	"As much as I want to keep this simple, Clayton's argument of using a non
k8s native image in k8s by application of clever env vars is compelling.

But what scope?  Env vars only?  Env vars and command lines?
On Jul 9, 2014 5:08 PM, ""Clayton Coleman"" notifications@github.com wrote:

> That's true, although one strong goal in docker has been to try and offer
> via libchan/libswarm a ""Docker"" abstraction where on multiple platforms
> images can invoke consistent actions that affect the platform. That applies
> to more generic operations, whereas k8s specific actions will always
> require some downwards API. The abstraction is a long term play that
> requires active participation by a number of stakeholders and also
> implemented, demonstrated use cases, so it's not an argument for avoiding
> trying.
> 
> I don't think the downward API is bad, but some of the use cases (unique
> id for an instance, what ip do I have) might benefit from looser coupling
> or by trying to find the most lowest common denominator expression. In the
> end image authors can always ignore those settings, but you do want image
> users to have the tools to bend a recaltricant image to their will.
> 
> ## 
> 
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/386#issuecomment-48551080
> .
"
976	386	bgrant0607	2014-07-10 23:35:59	MEMBER	"I find it compelling, too. Internally, we have thousands of uses of the downward API, and I agree it introduces unnecessary coupling. OTOH, I'd like to think more about the configuration and parameterization story before introducing substitution.

As opposed to the k8s-specific mechanism I proposed, perhaps we could start by thinking about what a typical application would need to know about itself and how that information could be provided in the least entangled manner.
"
977	403	thockin	2014-07-10 23:58:55	MEMBER	"I find ""Interface"" to be a awkward given the meaning of the word in Go.  Would ""client.Client"" be better?  If someone were using this in a different project they might rename the package to ""k8s"" or something, yielding k8s.Client - which seems better than k8s.Interface
"
978	403	dsymonds	2014-07-11 00:00:26	CONTRIBUTOR	"Renaming both the package and interface sounds even better. `kubernetes.Client` reads well.
"
979	403	proppy	2014-07-11 00:01:12	CONTRIBUTOR	"There is already a `type Client` struct
https://github.com/nf/kubernetes/blob/cleanup/pkg/client/client.go#L70

So maybe `s/Client/KubeClient` for the concreate type, and `s/ClientInterface/Client` for the interface.
"
980	403	nf	2014-07-11 00:10:16	CONTRIBUTOR	"There is already a client.Client; that's the client implementation. That is fine.

`foo.Interface` is an established idiom. See `sort.Interface`, `hash.Interface` from the standard library.

If we want to rename the package we can do it in a separate PR. I am happy to share my rationale for each change, but I would like to avoid lengthy debate on each pull request as I'm likely to make hundreds of them. The faster I can move, the less likely I'll get bored.
"
981	403	thockin	2014-07-11 00:10:29	MEMBER	"Is there a standard pattern for this?  In Google C++ we would call it
Client and ClientImpl, but I don't know if all the code that uses the
existing Client uses it exclusively by the interface or not.

I.e. in C++ I would say

class Client {
  virtual int Foo() = 0;
}

class ClientImpl : public Client {
  int Foo() override;
}

Client New() {
  return new ClientImpl();
}

But I see that this code returns a Client, not ClientInterface.  If it can
return ClientInterface, it maps better to Foo and FooImpl.

On Thu, Jul 10, 2014 at 5:01 PM, Johan Euphrosine notifications@github.com
wrote:

> There is already a type Client struct
> https://github.com/nf/kubernetes/blob/cleanup/pkg/client/client.go#L70
> 
> So maybe s/Client/KubeClient for the concreate type, and
> s/ClientInterface/Client for the interface.
> 
> ## 
> 
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/403#issuecomment-48680041
> .
"
982	403	nf	2014-07-11 00:11:33	CONTRIBUTOR	"This PR brings the code in line with the standard Go idiom. `client.Client` for the concrete type, `client.Interface` for the interface.
"
983	403	thockin	2014-07-11 00:11:51	MEMBER	"if pkg.Interface is a common pattern, so be it.
"
984	405	dsymonds	2014-07-11 00:39:43	CONTRIBUTOR	"Definitely not.

Please read the README at https://github.com/golang/lint carefully to understand the golint philosophy. In short, golint has false positives, where gofmt does not. The same applies to govet.

There are a number of editor plugins that individuals can use as part of their own workflow, but golint and govet both require human judgment and are not suitable for automation.
"
985	402	monnand	2014-07-11 01:10:24	CONTRIBUTOR	"@nf Actually, we discussed about this with @proppy, @brendanburns and @jbeda before this project get open source. I strongly support to make it go get able. But @jbeda a and @brendandburns have some concerns. If I remember it correctly, here are some requirement they have:
- vendoring all dependencies in a subdirectory.
- Import paths should not be changed. (this roles out tools like goven)

(I cannot find the discussion now, so there may be other requirements.)

Based on the discussion, I proposed a PR #378 to use [godep](http://github.com/tools/godep) so that we could have least changes to existing scripts.

I would like to hear your solutions.
"
986	404	nf	2014-07-11 01:27:19	CONTRIBUTOR	"LGTM
"
987	391	bgrant0607	2014-07-11 01:32:10	MEMBER	"Docker is adding capability whitelisting/blacklisting as we speak.

On Thu, Jul 10, 2014 at 8:18 AM, Tim Hockin notifications@github.com
wrote:

> This is a dangerous opening. Can you detail why people should be able to
> use this? I'd rather pursue teaching Docker how to enable various
> privileges in a more granular fashion.
> 
> If anything, we should be convincing people to run containers with LESS
> privs (i.e. not root to start).
> 
> On Thu, Jul 10, 2014 at 12:28 AM, Yuki Yugui Sonoda <
> notifications@github.com> wrote:
> 
> > Sometimes containers need to run with privileged mode.
> > 
> > https://docs.docker.com/reference/run/#runtime-privilege-and-lxc-configuration
> > 
> > Container manifest schema should support privileged flag so that users
> > can
> > deploy privileged container.
> > 
> > ## 
> > 
> > Reply to this email directly or view it on GitHub
> > https://github.com/GoogleCloudPlatform/kubernetes/issues/391.
> 
> ## 
> 
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/391#issuecomment-48618877
> .
"
988	390	bgrant0607	2014-07-11 01:46:53	MEMBER	"I don't understand the motivation for automatically assigned host ports. The motivation for requesting one is so that it can be opened in firewall rules and connected to via external clients, through frontend load balancing, etc. This is not possible with automatically assigned ports.
"
989	398	bgrant0607	2014-07-11 02:03:46	MEMBER	"For info on Docker security generally:
https://docs.docker.com/articles/security/

There are efforts underway to make it easier to use Linux security mechanisms with Docker, such as restricted capabilities, AppArmor, SELinux, non-root users, etc. 

Are you asking how to access these features through Kubernetes?

That said, our position is that Docker doesn't yet provide a sufficient security boundary:
https://developers.google.com/compute/docs/security-bulletins?_ga=1.91563352.392654364.1401901573
"
990	392	bgrant0607	2014-07-11 02:14:58	MEMBER	"You could use labels to version your containers. If you have a new version to deploy, you can create a new replicationController with a new version label, but with labels that match your service's label selector, and the new containers will start to receive traffic automatically. Once the new version has been confirmed to operate correctly, you could grow the number of replicas to the full service size and shrink the previous replicationController's count down to zero, then delete it. I agree that a bit of tooling could make this easier, but it's possible to do now. We may have demoed something similar at Dockercon.
"
991	391	yugui	2014-07-11 03:29:13	CONTRIBUTOR	"I close this issue because I discussed with thockin, and I agreed that my original motivation of adding privileged container can be covered by another approach.  On the other hand, container should be run with less priv.
So I agree that allowing privileged container is a wrong direction.
"
992	391	thockin	2014-07-11 03:32:00	MEMBER	"If we can't find a better way to do this, we can revisit this idea.

On Thu, Jul 10, 2014 at 8:29 PM, Yuki Yugui Sonoda <notifications@github.com

> wrote:
> 
> I close this issue because I discussed with thockin, and I agreed that my
> original motivation of adding privileged container can be covered by
> another approach. On the other hand, container should be run with less priv.
> So I agree that allowing privileged container is a wrong direction.
> 
> ## 
> 
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/391#issuecomment-48690921
> .
"
993	402	brendandburns	2014-07-11 03:43:52	CONTRIBUTOR	"Yeah, I think that the original discussion of this issue got eaten in the transition from our pre-release staging git repo to the released public repo.  I'll try to re-cap:

For reasons of clarity about OSS licensing (and general organization) we prefer to keep dependent libraries in a separate directory (third_party/...).  That way its very clear which LICENSE files apply to which directories, and it is also very clear what parts of the codebase our our code, and which parts are library code.

Additionally, modifying all of the OSS libraries we use causes a maintenance headache as we need to re-adjust paths every single time that we move versions of libraries to a new version.  Finally, modifying the library code to have new import paths can have non-trivial OSS license implications that we'd rather not mess around with.

I checked camlistore and it appears to not work with a vanilla go get:

``` sh
bburns$ go get github.com/bradfitz/camlistore
package github.com/bradfitz/camlistore
    imports github.com/bradfitz/camlistore
    imports github.com/bradfitz/camlistore: no buildable Go source files in /Users/bburns/git/tmp/src/github.com/bradfitz/camlistore
```

Our basic methodology for building is actually quite similar to camlistore's as documented [here](https://github.com/bradfitz/camlistore/blob/master/BUILDING)

``` sh
git clone https://github.com/GoogleCloudPlatform/kubernetes.git
./hack/build-go.sh
```

If its preferable to turn build-go.sh into a go program similar to Brad's make.go, you're welcome to send the PR for consideration. 

If there is a way to achieve go get-ability and maintain the goals that we set out above, obviously it would be great to hear about it.

Thanks!
--brendan
"
994	401	brendandburns	2014-07-11 03:55:10	CONTRIBUTOR	"Duplicate of #402 
"
995	398	brendandburns	2014-07-11 03:57:36	CONTRIBUTOR	"Closing this since I think @bgrant0607's response addresses the issue, and anything remaining is likely a broader issue for Docker/libcontainer/... rather than k8s.
"
996	392	brendandburns	2014-07-11 03:58:57	CONTRIBUTOR	"We also have the facility to do rolling updates, see the example here:

https://github.com/GoogleCloudPlatform/kubernetes/tree/master/examples/update-demo

If you combine a rolling update of a replicated service with a health checking load balancer, then you have a pretty good solution to this problem.
"
997	402	nf	2014-07-11 04:06:12	CONTRIBUTOR	"@brendanburns Thanks for the reply.

Fortunately there's precedent for all of this. Camlistore is a Google project and we already manage all this stuff easily and complying with OSS licenses.

The Camlistore approach to external dependencies:
- put them under `third_party` (with a suitable [README](https://camlistore.googlesource.com/camlistore/+/master/third_party/README)),
- rewrite import paths with a [trivial script](https://camlistore.googlesource.com/camlistore/+/master/third_party/rewrite-imports.sh),
- update them by copying over the latest version of the repo and running the above script.

In my extensive experience with OSS releasing at Google there are no non-trivial licensing issues surrounding these kinds of mechanical edits. If you believe there are, I am happy to follow this up with the Open Source team at Google on your behalf. 

Camlistore _is_ go-gettable. The error you see is because you're not specifying a go package path, just the repo base path. Try something like this:

```
$ go get camlistore.org/server/camlistored
```

(Note that `github.com/bradfitz/camlistore` is the old deprecated repo path.)

I don't object at all to special build scripts that updates the version hash and so on. This issue doesn't ask that ""go get"" be the default build mechanism, merely that the codebase should work with ""go get"" by default.

Note that installation with ""go get"" isn't the only benefit of this cleanup; having a well-organised repository permits static analysis tools like godoc and goimports to analyse your codebase without setting a special GOPATH.

I hope this puts your concerns at ease. What do you think?
"
998	401	nf	2014-07-11 04:06:36	CONTRIBUTOR	"It's not a dupe. The build error in pkg/kubelet is real, is it not?
"
999	401	brendandburns	2014-07-11 04:15:56	CONTRIBUTOR	"Pretty sure not, Travis is clean @ head:

https://travis-ci.org/GoogleCloudPlatform/kubernetes

And I just tried clean branch @ upstream/master and it builds.
"
1000	401	monnand	2014-07-11 04:20:39	CONTRIBUTOR	"I think that's because the cAdvisor and libcontainer code in third_party directory is old. cAdvisor changed its client API by adding one more parameter to its GetContainerInfo() function; libcontainer renamed `Cgroups` to `Config` if I remember it correctly. Travis works because our build script use our own code in third_party directory.
"
1001	401	nf	2014-07-11 04:22:33	CONTRIBUTOR	"Ah, I see. This is indeed a dupe of #402, then.
"
1002	401	brendandburns	2014-07-11 04:23:08	CONTRIBUTOR	"Ah, yes, you must have used go get to install the cAdvisor code, rather
than the version we ship in third_party/

This is why we check everything into third_party/ so we can build against
reliable versions.

--brendan

On Thu, Jul 10, 2014 at 9:20 PM, monnand notifications@github.com wrote:

> I think that's because the cAdvisor and libcontainer code in third_party
> directory is old. cAdvisor changed its client API by adding one more
> parameter to its GetContainerInfo() function; libcontainer renamed Cgroups
> to Config if I remember it correctly. Travis works because our build
> script use our own code in third_party directory.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/401#issuecomment-48692994
> .
"
1003	401	nf	2014-07-11 04:25:27	CONTRIBUTOR	"Yep. This is also why your import paths should be rewritten to use the packages in third_party. :-)
"
1004	402	brendandburns	2014-07-11 04:34:17	CONTRIBUTOR	"To make sure I understand this correctly, let me clarify:

what you are proposing is that a user would:

`go get github.com/GoogleCloudPlatform/kubernetes/cmd/apiserver`

to install the source

and then run our custom build script (in go/bash/whatever) to do the build?

I think this is a little tricky because there's lots of stuff in the git repo that is required to actually turn up a kubernetes cluster (e.g. the salt stack scripts, the cluster turn-up scripts that create GCE instances, ...) that a user needs to successfully use Kubernetes.

So simply downloading the go source code and building it is a pretty minor part of the process.  (and indeed if the user is using a Mac or Windows, building it natively won't do them any good, since they need to be compiled for Linux)

I don't really object to making `go get` functional in the workflow above, its just that I'm not really sure it will do anything useful for the end user.
"
1005	402	monnand	2014-07-11 04:46:08	CONTRIBUTOR	"@brendanburns To me, for a real end user, i.e. someone who does not want to change any code in k8s, the best way of using k8s would be downloading binaries and deploying the system only using those binaries. In this case, an end user would never need to install any go-related tool (go compiler, linker, etc.)  K8s itself is written in pure Go, which makes every executable statically linked with their dependencies. This gives us the opportunity to distribute binaries directly to end users. 

(I personally think it may be better to replace most, if not all, shell scripts with go programs. In that case, we only require users to have ssh and docker on VMs and our go programs could upload and start kubelet, master, cAdvisor according to some config file using ssh --- there's an ssh package available in Go. But this would be a big change on our existing code base and I don't think we could accomplish this in near future.)

With that being said, k8s' users would be:
- end users, who could use binaries directly.
- (potential) developers/contributors: They should familiar with Go's environment already and a code base following Go's convention would make their life easier.
"
1006	402	nf	2014-07-11 04:49:58	CONTRIBUTOR	"@brendanburns Not exactly. I want `go get`  to correctly download _and_ build the k8s commands and packages, including their dependencies. The `go` tool is only for building and working with Go source code, so of course it shouldn't be considered the sole means of turning up a k8s cluster. And it's fine that there be extra steps/scripts (that may modify the source and run `go get` (or `go install`) again) 

We have already seen the negative effects of having a broken `go get` with issue #401. Me, a potential contributor, did the reasonable thing (`go get`) and saw a broken build because of bad dependencies. Issues like this will repeatedly take valuable time from users, potential contributors, and the k8s maintainers.

And, as I mentioned in my earlier comment, having a nice clean package structure enables other tools to work well with your code base.
"
1007	402	nf	2014-07-11 04:51:52	CONTRIBUTOR	"Probably also worth mentioning: if you leave things organised as they are, you leave the door open for people to _successfully_ build your binaries with skewed dependencies (when the stars align and the skew doesn't break the compile step). That's a real problem for end users that will be very hard to track down.
"
1008	402	brendandburns	2014-07-11 05:18:49	CONTRIBUTOR	"@monnand agree 100% we are working towards having a completely binary release where the user never builds anything really soon.
"
1009	402	dsymonds	2014-07-11 05:30:14	CONTRIBUTOR	"As far as I can see, the licensing and import path issues are resolved, and there aren't any outstanding issues with following the Camlistore approach of vendoring + updating import paths. There's tools like `godep` or `rx` that can help with automating that.

The major issue that remains is, perhaps, a difference on what's being discussed. I see the kubernetes codebase has two main aspects:
- a collection of Go packages, and
- a collection of Go binaries

For the second, it does indeed sound like the `go` tool is going to not solve every step of building the entire system, and using a custom build script is probably the right approach. Under the hood, that build script could mostly be a bunch of `go build` commands to build the Go binaries, but then also do whatever it needs with the other non-Go stuff (GCE turnup scripts, salt stack scripts, etc.).

For the first (the Go packages), however, there's no reason why they couldn't be made `go get`-able. Furthermore, if they were then your build script would be simpler because it could use the `go` tool more directly. But perhaps most importantly, it would permit Go packages elsewhere to use the kubernetes Go packages properly. This would enable other people to build tooling and more advanced libraries on top of kubernetes, just as people build Go tools on top of the standard library or stuff in `code.google.com/p/go.tools`.
"
1010	378	brendandburns	2014-07-11 05:45:18	CONTRIBUTOR	"Added a couple of comments, this seems reasonable to me assuming the docs get clarified.

Once the docs get clarified, I'd like to try out the process myself to validate that it works.

Thanks!
"
1011	406	roberthbailey	2014-07-11 06:09:40	MEMBER	"Thanks for the cleanups. :)
"
1012	390	yugui	2014-07-11 07:56:58	CONTRIBUTOR	"On Fri Jul 11 2014 at 12:12:24 AM, Tim Hockin notifications@github.com wrote:

> First, the apiserver is supposed to ensure that HostPort conflicts do not
> happen among pods. We recognize that this is sort of awful, and want to
> find a better answer :)
> 
> Second, I agree that the current Ports arrangement is not ideal. I have an
> idea that I want to flesh out to make it ""better"" (in my opinion).
> 
> Keep in mind that you really only need to specify a Ports entry if you want
> a HostPort. You only want a HostPort in GCE if you want an external IP to
> be able to access it. What we have done with networking is clever, but
> maybe too much so.
> 
> My feeling is that this distinction is not clear, and instead everyone will
> list all their ports when they do not need to. It should be possible to
> list your ports and NOT get a HostPort at all, which I think is what you
> really want.

I'm not sure if I get your point correctly, but I would be better if I can expose services to external IP without having HostPort at all.

What I actually want is the followings.
- I have a system which consists of several services.  Some of them are backends, which don't need to be accessible from external IPs.  Others are exposed to external.
- IIUC, exposed services need to have HostPort so that external IP can access to them.
  - But I don't want to _carefully_ manage my list of HostPorts so that ports don't conflict to each other.  Why doesn't Kuberlet do for me?
  - I also want to assign an available HostPort without digging into Kubernetes internal because it might change and can depend on cloudprovider implementation.
    - e.g. HostPort 5000 is not available to pods because Kubelet uses it
    - e.g. HostPort 22 is not available to pods because sshd in GCE uses it.

On Fri Jul 11 2014 at 10:47:02 AM, bgrant0607 notifications@github.com wrote:

> I don't understand the motivation for automatically assigned host ports. The motivation for requesting one is so that it can be opened in firewall rules and connected to via external clients, through frontend load balancing, etc. This is not possible with automatically assigned ports.

Automatic assignment I imagine does not mean random assignment per kubelet.
I am thinking of automatic but consistent assignment among kubelets.
I imagine a mechanism like:
- Keep tracking ports used in kubelet nodes. Record the current state in etcd.
- When kubemaster sends requests to kubelets, it allocates an available port according to the record in etcd.  All pods for the replication consistently uses the port allocated by kubemaster.
"
1013	188	MalteJ	2014-07-11 10:45:50	NONE	"I would like to get an IPv6 per pod.
Yes, it is true: lots of IaaS do not support IPv6 (digitalocean does). But if you rent a dedicated Linux server most of the times you get an IPv6 subnet for free (e.g. /64). So it would be nice to get an IPv6 or even a subnet (/112 or something) per pod and one (/128) IPv6 per container.
The next feature would be a nice firewalling/security group solution to restrict unallowed internet access to the pods or even restrict inter-pod access - e.g. for different deployment stages (dev, test, prod etc.).
"
1014	408	nyaxt	2014-07-11 12:06:30	CONTRIBUTOR	"Sorry. I committed with wrong email address. I'll close this one.
"
1015	407	yugui	2014-07-11 13:41:29	CONTRIBUTOR	"Rebased onto #406 because it touches the same files as this PR.
Resolved conflict with fixes by @rakyll.
"
1016	108	kelseyhightower	2014-07-11 15:25:57	CONTRIBUTOR	"I'm going a bit against the crowd here, but I prefer each service as a separate binary mainly to help keep each one focused. If the decision was to move to a single binary then subcommands would be ideal:

```
kube apiserver
kube controller-manager
kube kubelet
kube proxy
```

But I think the UX of subcommands for completely different services to be pretty bad. It works well for users with experience, but will most likely confuse new users. Finally, again non-technical, but I think unnecessary coupling between components starts to happen once you have a ""single"" binary. 
"
1017	108	thockin	2014-07-11 15:58:10	MEMBER	"I'll agree with this last comment - I don't find 50 MB to be particularly damning - but maybe I have been in C++ land for too long.  At the same time, I also don't find the idea of jamming them all together into one binary to make a lot of sense.  It's sort of early to be apologizing for the size of Go binaries isn't it?
"
1018	410	brendandburns	2014-07-11 16:33:46	CONTRIBUTOR	"Thanks for the PR!  Can you sign our CLA as described in CONTRIB.md?

Thanks!
--brendan
"
1019	412	brendandburns	2014-07-11 16:35:00	CONTRIBUTOR	"Hello, I merged this accidentally without getting a CLA signed from you.  Can you go ahead and sign our CLA, the instructions are in [CONTRIB.md](https://github.com/GoogleCloudPlatform/kubernetes/blob/master/CONTRIB.md)

Many thanks!
--brendan
"
1020	394	brendandburns	2014-07-11 16:38:33	CONTRIBUTOR	"Friendly ping on this one @thockin @smarterclayton 
"
1021	347	derekwaynecarr	2014-07-11 16:38:49	MEMBER	"Is this the same thing as this PR: https://github.com/GoogleCloudPlatform/kubernetes/pull/379

Should this issue be closed?
"
1022	397	brendandburns	2014-07-11 16:38:50	CONTRIBUTOR	"Friendly friday ping @thockin @smarterclayton 
"
1023	347	brendandburns	2014-07-11 16:40:16	CONTRIBUTOR	"Ah, yes.  Thanks, that issue was closed by that PR.
"
1024	388	brendandburns	2014-07-11 17:16:54	CONTRIBUTOR	"Rebased.
"
1025	412	ggtools	2014-07-11 17:33:06	CONTRIBUTOR	"CLA Signed.
"
1026	378	monnand	2014-07-11 18:01:44	CONTRIBUTOR	"@brendandburns I made the following changes:
- Changed the version.go and version/template.go files, so that we could run `godep go build ./...` to build all commands.
- Changed README.md to specify the k8s' directory in GOPATH.

This PR would make k8s build without our build script, so it partly solved #402. I say partly because import paths are not changed, so `go get` will not work if our dependencies changed their API.
"
1027	397	smarterclayton	2014-07-11 18:04:01	CONTRIBUTOR	"LGTM
"
1028	394	smarterclayton	2014-07-11 18:07:53	CONTRIBUTOR	"LGTM
"
